"Fri, Nov 3, 2000",7:30 pm,Philadelphia 76ers,87,Orlando Magic,80,Box Score,,
"Fri, Nov 3, 2000",7:00 pm,New York Knicks,80,Washington Wizards,76,Box Score,,
"Sat, Nov 4, 2000",7:30 pm,Orlando Magic,107,Atlanta Hawks,104,Box Score,,
"Sat, Nov 4, 2000",7:30 pm,Boston Celtics,89,Cleveland Cavaliers,91,Box Score,,
"Sat, Nov 4, 2000",7:00 pm,Utah Jazz,112,Dallas Mavericks,106,Box Score,,
"Sat, Nov 4, 2000",7:00 pm,Phoenix Suns,102,Denver Nuggets,99,Box Score,,
"Sat, Nov 4, 2000",7:30 pm,San Antonio Spurs,117,Golden State Warriors,105,Box Score,,
"Sat, Nov 4, 2000",7:00 pm,Chicago Bulls,81,Indiana Pacers,94,Box Score,,
"Sat, Nov 4, 2000",7:30 pm,Houston Rockets,74,Los Angeles Clippers,77,Box Score,,
"Sat, Nov 4, 2000",7:30 pm,Philadelphia 76ers,84,Miami Heat,82,Box Score,,
"Sat, Nov 4, 2000",7:30 pm,Detroit Pistons,88,Milwaukee Bucks,97,Box Score,,
"Sat, Nov 4, 2000",7:00 pm,Sacramento Kings,91,Minnesota Timberwolves,99,Box Score,,
"Sat, Nov 4, 2000",8:00 pm,Charlotte Hornets,98,New Jersey Nets,87,Box Score,,
"Sat, Nov 4, 2000",7:00 pm,Portland Trail Blazers,97,Seattle SuperSonics,90,Box Score,,
"Sat, Nov 4, 2000",7:00 pm,Washington Wizards,96,Toronto Raptors,103,Box Score,,
"Sat, Nov 4, 2000",12:30 pm,Los Angeles Lakers,98,Vancouver Grizzlies,89,Box Score,,
"Sun, Nov 5, 2000",6:30 pm,Los Angeles Clippers,103,Los Angeles Lakers,108,Box Score,,
"Sun, Nov 5, 2000",6:00 pm,Houston Rockets,99,Phoenix Suns,104,Box Score,,
"Mon, Nov 6, 2000",7:00 pm,Dallas Mavericks,108,Denver Nuggets,96,Box Score,,
"Mon, Nov 6, 2000",7:30 pm,Seattle SuperSonics,99,Orlando Magic,110,Box Score,,
"Mon, Nov 6, 2000",7:30 pm,Portland Trail Blazers,75,Sacramento Kings,79,Box Score,,
"Mon, Nov 6, 2000",7:00 pm,Minnesota Timberwolves,92,Utah Jazz,98,Box Score,,
"Mon, Nov 6, 2000",7:00 pm,Atlanta Hawks,87,Vancouver Grizzlies,97,Box Score,,
"Tue, Nov 7, 2000",7:30 pm,Washington Wizards,88,Chicago Bulls,83,Box Score,,
"Tue, Nov 7, 2000",7:30 pm,Los Angeles Lakers,74,Houston Rockets,84,Box Score,,
"Tue, Nov 7, 2000",7:00 pm,New York Knicks,103,Milwaukee Bucks,89,Box Score,,
"Tue, Nov 7, 2000",7:00 pm,San Antonio Spurs,81,Phoenix Suns,100,Box Score,,
"Tue, Nov 7, 2000",7:00 pm,Atlanta Hawks,88,Portland Trail Blazers,97,Box Score,,
"Tue, Nov 7, 2000",7:00 pm,Boston Celtics,75,Toronto Raptors,105,Box Score,,
"Wed, Nov 8, 2000",7:00 pm,Vancouver Grizzlies,101,Dallas Mavericks,74,Box Score,,
"Wed, Nov 8, 2000",7:00 pm,Minnesota Timberwolves,107,Denver Nuggets,109,Box Score,OT,
"Wed, Nov 8, 2000",7:00 pm,Milwaukee Bucks,97,Indiana Pacers,108,Box Score,,
"Wed, Nov 8, 2000",7:30 pm,Utah Jazz,93,Los Angeles Clippers,87,Box Score,OT,
"Wed, Nov 8, 2000",7:30 pm,Seattle SuperSonics,81,Miami Heat,87,Box Score,,
"Wed, Nov 8, 2000",7:30 pm,Cleveland Cavaliers,99,New York Knicks,97,Box Score,,
"Wed, Nov 8, 2000",7:30 pm,Charlotte Hornets,96,Orlando Magic,90,Box Score,,
"Wed, Nov 8, 2000",7:00 pm,Detroit Pistons,94,Philadelphia 76ers,103,Box Score,,
"Wed, Nov 8, 2000",7:30 pm,Golden State Warriors,84,Sacramento Kings,115,Box Score,,
"Wed, Nov 8, 2000",7:00 pm,Los Angeles Lakers,81,San Antonio Spurs,91,Box Score,,
"Wed, Nov 8, 2000",7:00 pm,New Jersey Nets,102,Washington Wizards,86,Box Score,,
"Thu, Nov 9, 2000",7:30 pm,Seattle SuperSonics,102,Charlotte Hornets,94,Box Score,,
"Thu, Nov 9, 2000",7:30 pm,Orlando Magic,90,Chicago Bulls,95,Box Score,,
"Thu, Nov 9, 2000",7:30 pm,Vancouver Grizzlies,78,Houston Rockets,85,Box Score,,
"Thu, Nov 9, 2000",7:00 pm,Philadelphia 76ers,84,Minnesota Timberwolves,82,Box Score,,
"Thu, Nov 9, 2000",7:30 pm,Detroit Pistons,108,New Jersey Nets,94,Box Score,,
"Thu, Nov 9, 2000",7:00 pm,Atlanta Hawks,79,Phoenix Suns,88,Box Score,,
"Thu, Nov 9, 2000",7:00 pm,Denver Nuggets,91,Portland Trail Blazers,107,Box Score,,
"Fri, Nov 10, 2000",7:30 pm,New York Knicks,103,Boston Celtics,101,Box Score,OT,
"Fri, Nov 10, 2000",7:00 pm,San Antonio Spurs,77,Dallas Mavericks,79,Box Score,,
"Fri, Nov 10, 2000",7:30 pm,Sacramento Kings,114,Golden State Warriors,107,Box Score,OT,
"Fri, Nov 10, 2000",7:30 pm,Atlanta Hawks,106,Los Angeles Clippers,115,Box Score,,
"Fri, Nov 10, 2000",7:00 pm,Cleveland Cavaliers,88,Toronto Raptors,115,Box Score,,
"Fri, Nov 10, 2000",7:00 pm,Miami Heat,87,Utah Jazz,80,Box Score,,
"Fri, Nov 10, 2000",7:00 pm,Indiana Pacers,86,Washington Wizards,74,Box Score,,
"Sat, Nov 11, 2000",7:30 pm,Toronto Raptors,98,Chicago Bulls,75,Box Score,,
"Sat, Nov 11, 2000",7:30 pm,Washington Wizards,73,Cleveland Cavaliers,86,Box Score,,
"Sat, Nov 11, 2000",7:00 pm,Detroit Pistons,84,Indiana Pacers,94,Box Score,,
"Sat, Nov 11, 2000",7:30 pm,Minnesota Timberwolves,103,Milwaukee Bucks,92,Box Score,,
"Sat, Nov 11, 2000",1:00 pm,Seattle SuperSonics,91,New Jersey Nets,126,Box Score,,
"Sat, Nov 11, 2000",7:30 pm,Charlotte Hornets,67,New York Knicks,81,Box Score,,
"Sat, Nov 11, 2000",8:00 pm,Boston Celtics,83,Philadelphia 76ers,85,Box Score,,
"Sat, Nov 11, 2000",7:00 pm,Miami Heat,82,Phoenix Suns,84,Box Score,,
"Sat, Nov 11, 2000",7:00 pm,Houston Rockets,88,Portland Trail Blazers,111,Box Score,,
"Sat, Nov 11, 2000",7:30 pm,Vancouver Grizzlies,78,San Antonio Spurs,91,Box Score,,
"Sun, Nov 12, 2000",7:00 pm,Los Angeles Clippers,79,Denver Nuggets,95,Box Score,,
"Sun, Nov 12, 2000",6:00 pm,Seattle SuperSonics,92,Detroit Pistons,101,Box Score,,
"Sun, Nov 12, 2000",6:00 pm,Orlando Magic,105,Golden State Warriors,99,Box Score,OT,
"Sun, Nov 12, 2000",6:30 pm,Houston Rockets,99,Los Angeles Lakers,105,Box Score,,
"Sun, Nov 12, 2000",6:00 pm,Dallas Mavericks,84,Sacramento Kings,109,Box Score,,
"Mon, Nov 13, 2000",7:30 pm,Dallas Mavericks,90,Los Angeles Clippers,76,Box Score,,
"Mon, Nov 13, 2000",7:30 pm,Portland Trail Blazers,94,New Jersey Nets,82,Box Score,,
"Tue, Nov 14, 2000",7:30 pm,Portland Trail Blazers,97,Atlanta Hawks,99,Box Score,,
"Tue, Nov 14, 2000",7:30 pm,Golden State Warriors,86,Cleveland Cavaliers,96,Box Score,,
"Tue, Nov 14, 2000",7:30 pm,Chicago Bulls,83,Houston Rockets,110,Box Score,,
"Tue, Nov 14, 2000",7:30 pm,Denver Nuggets,103,Los Angeles Lakers,119,Box Score,,
"Tue, Nov 14, 2000",7:30 pm,Charlotte Hornets,86,Miami Heat,89,Box Score,OT,
"Tue, Nov 14, 2000",5:00 pm,Orlando Magic,82,Sacramento Kings,96,Box Score,,
"Tue, Nov 14, 2000",7:30 pm,Utah Jazz,79,San Antonio Spurs,86,Box Score,,
"Tue, Nov 14, 2000",7:30 pm,New York Knicks,75,Seattle SuperSonics,96,Box Score,,
"Wed, Nov 15, 2000",7:00 pm,Washington Wizards,109,Boston Celtics,116,Box Score,,
"Wed, Nov 15, 2000",7:30 pm,Indiana Pacers,92,Detroit Pistons,88,Box Score,,
"Wed, Nov 15, 2000",7:30 pm,New York Knicks,74,Los Angeles Clippers,78,Box Score,,
"Wed, Nov 15, 2000",7:00 pm,Atlanta Hawks,74,Milwaukee Bucks,84,Box Score,,
"Wed, Nov 15, 2000",7:00 pm,Golden State Warriors,90,Minnesota Timberwolves,92,Box Score,,
"Wed, Nov 15, 2000",8:00 pm,Miami Heat,91,New Jersey Nets,93,Box Score,,
"Wed, Nov 15, 2000",7:00 pm,Cleveland Cavaliers,98,Philadelphia 76ers,107,Box Score,,
"Wed, Nov 15, 2000",7:00 pm,Dallas Mavericks,78,Phoenix Suns,99,Box Score,,
"Thu, Nov 16, 2000",7:00 pm,Chicago Bulls,85,Denver Nuggets,89,Box Score,,
"Thu, Nov 16, 2000",7:30 pm,Charlotte Hornets,80,Houston Rockets,84,Box Score,,
"Thu, Nov 16, 2000",5:00 pm,Los Angeles Lakers,112,Sacramento Kings,110,Box Score,OT,
"Thu, Nov 16, 2000",7:00 pm,Portland Trail Blazers,86,Toronto Raptors,80,Box Score,,
"Thu, Nov 16, 2000",7:00 pm,Orlando Magic,84,Utah Jazz,99,Box Score,,
"Thu, Nov 16, 2000",7:00 pm,Los Angeles Clippers,76,Vancouver Grizzlies,72,Box Score,,
"Thu, Nov 16, 2000",7:00 pm,San Antonio Spurs,99,Washington Wizards,95,Box Score,,
"Fri, Nov 17, 2000",7:30 pm,Atlanta Hawks,99,Boston Celtics,106,Box Score,,
"Fri, Nov 17, 2000",7:30 pm,Detroit Pistons,96,Charlotte Hornets,89,Box Score,,
"Fri, Nov 17, 2000",7:00 pm,Golden State Warriors,92,Indiana Pacers,90,Box Score,,
"Fri, Nov 17, 2000",7:30 pm,Cleveland Cavaliers,76,Milwaukee Bucks,89,Box Score,,
"Fri, Nov 17, 2000",7:00 pm,San Antonio Spurs,94,Minnesota Timberwolves,99,Box Score,OT,
"Fri, Nov 17, 2000",7:00 pm,Miami Heat,73,Philadelphia 76ers,94,Box Score,,
"Fri, Nov 17, 2000",7:00 pm,New York Knicks,90,Phoenix Suns,85,Box Score,,
"Fri, Nov 17, 2000",7:00 pm,Dallas Mavericks,99,Seattle SuperSonics,95,Box Score,,
"Sat, Nov 18, 2000",7:30 pm,Minnesota Timberwolves,94,Atlanta Hawks,84,Box Score,,
"Sat, Nov 18, 2000",7:00 pm,Los Angeles Lakers,86,Denver Nuggets,87,Box Score,,
"Sat, Nov 18, 2000",7:30 pm,Phoenix Suns,89,Houston Rockets,94,Box Score,,
"Sat, Nov 18, 2000",7:30 pm,Seattle SuperSonics,86,Los Angeles Clippers,83,Box Score,,
"Sat, Nov 18, 2000",7:30 pm,Portland Trail Blazers,80,Miami Heat,86,Box Score,,
"Sat, Nov 18, 2000",8:00 pm,Indiana Pacers,92,New Jersey Nets,97,Box Score,,
"Sat, Nov 18, 2000",7:00 pm,Milwaukee Bucks,102,Toronto Raptors,111,Box Score,,
"Sat, Nov 18, 2000",7:00 pm,Chicago Bulls,64,Utah Jazz,109,Box Score,,
"Sat, Nov 18, 2000",7:00 pm,Dallas Mavericks,91,Vancouver Grizzlies,88,Box Score,,
"Sat, Nov 18, 2000",7:00 pm,Boston Celtics,89,Washington Wizards,109,Box Score,,
"Sun, Nov 19, 2000",7:00 pm,Charlotte Hornets,105,Detroit Pistons,96,Box Score,,
"Sun, Nov 19, 2000",6:30 pm,Chicago Bulls,96,Los Angeles Lakers,104,Box Score,,
"Sun, Nov 19, 2000",8:00 pm,Golden State Warriors,71,New York Knicks,88,Box Score,,
"Sun, Nov 19, 2000",6:00 pm,Portland Trail Blazers,110,Orlando Magic,102,Box Score,OT,
"Mon, Nov 20, 2000",7:00 pm,Philadelphia 76ers,114,Boston Celtics,90,Box Score,,
"Mon, Nov 20, 2000",7:30 pm,New Jersey Nets,86,Los Angeles Clippers,85,Box Score,,
"Mon, Nov 20, 2000",7:00 pm,Charlotte Hornets,100,Toronto Raptors,64,Box Score,,
"Mon, Nov 20, 2000",7:00 pm,Dallas Mavericks,107,Utah Jazz,98,Box Score,,
"Mon, Nov 20, 2000",7:00 pm,Denver Nuggets,95,Vancouver Grizzlies,92,Box Score,,
"Tue, Nov 21, 2000",7:30 pm,Detroit Pistons,98,Cleveland Cavaliers,117,Box Score,,
"Tue, Nov 21, 2000",7:00 pm,Seattle SuperSonics,116,Dallas Mavericks,110,Box Score,,
"Tue, Nov 21, 2000",7:30 pm,Chicago Bulls,77,Golden State Warriors,89,Box Score,,
"Tue, Nov 21, 2000",7:00 pm,Houston Rockets,101,Indiana Pacers,89,Box Score,,
"Tue, Nov 21, 2000",8:00 pm,New York Knicks,85,Orlando Magic,84,Box Score,,
"Tue, Nov 21, 2000",7:00 pm,Portland Trail Blazers,104,Washington Wizards,94,Box Score,,
"Wed, Nov 22, 2000",7:30 pm,New York Knicks,74,Atlanta Hawks,78,Box Score,,
"Wed, Nov 22, 2000",7:00 pm,Houston Rockets,81,Boston Celtics,96,Box Score,,
"Wed, Nov 22, 2000",7:30 pm,Philadelphia 76ers,73,Charlotte Hornets,88,Box Score,,
"Wed, Nov 22, 2000",7:30 pm,Golden State Warriors,91,Los Angeles Lakers,111,Box Score,,
"Wed, Nov 22, 2000",7:30 pm,Cleveland Cavaliers,86,Miami Heat,67,Box Score,,
"Wed, Nov 22, 2000",7:00 pm,Portland Trail Blazers,93,Milwaukee Bucks,84,Box Score,,
"Wed, Nov 22, 2000",7:00 pm,Vancouver Grizzlies,100,Minnesota Timberwolves,101,Box Score,,
"Wed, Nov 22, 2000",7:00 pm,New Jersey Nets,85,Phoenix Suns,97,Box Score,,
"Wed, Nov 22, 2000",7:30 pm,Chicago Bulls,71,Sacramento Kings,100,Box Score,,
"Wed, Nov 22, 2000",7:30 pm,Seattle SuperSonics,85,San Antonio Spurs,112,Box Score,,
"Wed, Nov 22, 2000",7:00 pm,Denver Nuggets,78,Utah Jazz,116,Box Score,,
"Thu, Nov 23, 2000",8:00 pm,Toronto Raptors,111,Indiana Pacers,91,Box Score,,
"Fri, Nov 24, 2000",7:30 pm,Philadelphia 76ers,76,Atlanta Hawks,67,Box Score,,
"Fri, Nov 24, 2000",7:30 pm,Orlando Magic,98,Boston Celtics,103,Box Score,OT,
"Fri, Nov 24, 2000",7:30 pm,Miami Heat,80,Cleveland Cavaliers,85,Box Score,,
"Fri, Nov 24, 2000",7:00 pm,San Antonio Spurs,92,Denver Nuggets,102,Box Score,,
"Fri, Nov 24, 2000",8:00 pm,Vancouver Grizzlies,96,Detroit Pistons,118,Box Score,,
"Fri, Nov 24, 2000",8:00 pm,Washington Wizards,87,Indiana Pacers,99,Box Score,,
"Fri, Nov 24, 2000",7:30 pm,Minnesota Timberwolves,108,Los Angeles Lakers,115,Box Score,,
"Fri, Nov 24, 2000",7:30 pm,Charlotte Hornets,106,Milwaukee Bucks,90,Box Score,,
"Fri, Nov 24, 2000",7:00 pm,Golden State Warriors,74,Phoenix Suns,80,Box Score,,
"Fri, Nov 24, 2000",7:00 pm,Los Angeles Clippers,81,Seattle SuperSonics,98,Box Score,,
"Fri, Nov 24, 2000",8:00 pm,New Jersey Nets,85,Utah Jazz,97,Box Score,,
"Sat, Nov 25, 2000",7:30 pm,Cleveland Cavaliers,98,Charlotte Hornets,109,Box Score,,
"Sat, Nov 25, 2000",7:00 pm,Denver Nuggets,84,Dallas Mavericks,108,Box Score,,
"Sat, Nov 25, 2000",7:30 pm,Minnesota Timberwolves,93,Golden State Warriors,114,Box Score,,
"Sat, Nov 25, 2000",7:30 pm,Phoenix Suns,95,Los Angeles Clippers,89,Box Score,OT,
"Sat, Nov 25, 2000",7:30 pm,Houston Rockets,91,Miami Heat,80,Box Score,,
"Sat, Nov 25, 2000",1:00 pm,Toronto Raptors,79,New York Knicks,75,Box Score,,
"Sat, Nov 25, 2000",7:30 pm,Atlanta Hawks,92,Orlando Magic,114,Box Score,,
"Sat, Nov 25, 2000",7:00 pm,New Jersey Nets,84,Portland Trail Blazers,86,Box Score,,
"Sat, Nov 25, 2000",7:30 pm,Seattle SuperSonics,101,Sacramento Kings,125,Box Score,,
"Sat, Nov 25, 2000",7:30 pm,Philadelphia 76ers,76,San Antonio Spurs,96,Box Score,,
"Sat, Nov 25, 2000",8:00 pm,Milwaukee Bucks,100,Washington Wizards,107,Box Score,,
"Sun, Nov 26, 2000",12:30 pm,Vancouver Grizzlies,98,Boston Celtics,87,Box Score,,
"Sun, Nov 26, 2000",7:00 pm,Utah Jazz,94,Detroit Pistons,79,Box Score,,
"Sun, Nov 26, 2000",3:00 pm,Chicago Bulls,89,Toronto Raptors,101,Box Score,,
"Mon, Nov 27, 2000",7:30 pm,Los Angeles Lakers,98,Los Angeles Clippers,83,Box Score,,
"Mon, Nov 27, 2000",7:30 pm,Vancouver Grizzlies,72,New York Knicks,97,Box Score,,
"Mon, Nov 27, 2000",7:30 pm,Milwaukee Bucks,104,Orlando Magic,95,Box Score,,
"Tue, Nov 28, 2000",7:30 pm,Minnesota Timberwolves,96,Chicago Bulls,76,Box Score,,
"Tue, Nov 28, 2000",7:30 pm,Boston Celtics,87,Cleveland Cavaliers,72,Box Score,,
"Tue, Nov 28, 2000",7:00 pm,Toronto Raptors,93,Dallas Mavericks,107,Box Score,,
"Tue, Nov 28, 2000",7:30 pm,Sacramento Kings,88,Houston Rockets,81,Box Score,,
"Tue, Nov 28, 2000",7:30 pm,Indiana Pacers,107,Los Angeles Lakers,124,Box Score,,
"Tue, Nov 28, 2000",7:30 pm,Milwaukee Bucks,102,Miami Heat,101,Box Score,,
"Tue, Nov 28, 2000",7:30 pm,Utah Jazz,98,New Jersey Nets,92,Box Score,,
"Tue, Nov 28, 2000",7:00 pm,Seattle SuperSonics,105,Portland Trail Blazers,93,Box Score,,
"Tue, Nov 28, 2000",7:00 pm,Atlanta Hawks,102,Washington Wizards,75,Box Score,,
"Wed, Nov 29, 2000",7:30 pm,Toronto Raptors,79,Charlotte Hornets,103,Box Score,,
"Wed, Nov 29, 2000",7:30 pm,New Jersey Nets,76,Detroit Pistons,97,Box Score,,
"Wed, Nov 29, 2000",7:30 pm,Golden State Warriors,83,Los Angeles Clippers,106,Box Score,,
"Wed, Nov 29, 2000",7:00 pm,Denver Nuggets,107,Minnesota Timberwolves,100,Box Score,,
"Wed, Nov 29, 2000",8:00 pm,Miami Heat,84,New York Knicks,81,Box Score,,
"Wed, Nov 29, 2000",7:30 pm,Utah Jazz,88,Orlando Magic,86,Box Score,,
"Wed, Nov 29, 2000",7:00 pm,Washington Wizards,87,Philadelphia 76ers,93,Box Score,,
"Wed, Nov 29, 2000",7:30 pm,Sacramento Kings,79,San Antonio Spurs,82,Box Score,,
"Wed, Nov 29, 2000",7:00 pm,Phoenix Suns,106,Vancouver Grizzlies,109,Box Score,2OT,
"Thu, Nov 30, 2000",7:30 pm,Chicago Bulls,91,Atlanta Hawks,82,Box Score,,
"Thu, Nov 30, 2000",7:00 pm,Houston Rockets,109,Denver Nuggets,105,Box Score,OT,
"Thu, Nov 30, 2000",7:30 pm,Indiana Pacers,95,Golden State Warriors,99,Box Score,,
"Thu, Nov 30, 2000",7:00 pm,Boston Celtics,97,Milwaukee Bucks,108,Box Score,,
"Thu, Nov 30, 2000",7:00 pm,Dallas Mavericks,84,Portland Trail Blazers,95,Box Score,,
"Thu, Nov 30, 2000",7:00 pm,Los Angeles Lakers,88,Seattle SuperSonics,121,Box Score,,
"Fri, Dec 1, 2000",7:30 pm,Minnesota Timberwolves,102,Boston Celtics,98,Box Score,,
"Fri, Dec 1, 2000",7:30 pm,New York Knicks,91,Chicago Bulls,86,Box Score,,
"Fri, Dec 1, 2000",8:00 pm,Cleveland Cavaliers,93,Detroit Pistons,103,Box Score,,
"Fri, Dec 1, 2000",7:30 pm,San Antonio Spurs,100,Los Angeles Lakers,109,Box Score,,
"Fri, Dec 1, 2000",7:30 pm,Utah Jazz,94,Miami Heat,92,Box Score,,
"Fri, Dec 1, 2000",7:30 pm,New Jersey Nets,80,Orlando Magic,83,Box Score,,
"Fri, Dec 1, 2000",7:00 pm,Charlotte Hornets,74,Philadelphia 76ers,95,Box Score,,
"Fri, Dec 1, 2000",7:30 pm,Phoenix Suns,98,Sacramento Kings,105,Box Score,,
"Fri, Dec 1, 2000",7:00 pm,Los Angeles Clippers,95,Toronto Raptors,104,Box Score,OT,
"Fri, Dec 1, 2000",7:00 pm,Indiana Pacers,86,Vancouver Grizzlies,76,Box Score,OT,
"Sat, Dec 2, 2000",2:30 pm,Milwaukee Bucks,94,Atlanta Hawks,101,Box Score,,
"Sat, Dec 2, 2000",7:30 pm,Utah Jazz,89,Charlotte Hornets,94,Box Score,,
"Sat, Dec 2, 2000",7:30 pm,Philadelphia 76ers,112,Cleveland Cavaliers,78,Box Score,,
"Sat, Dec 2, 2000",7:00 pm,Seattle SuperSonics,92,Denver Nuggets,103,Box Score,,
"Sat, Dec 2, 2000",7:30 pm,Dallas Mavericks,97,Golden State Warriors,78,Box Score,,
"Sat, Dec 2, 2000",7:30 pm,Portland Trail Blazers,96,Houston Rockets,85,Box Score,,
"Sat, Dec 2, 2000",7:30 pm,Orlando Magic,95,New Jersey Nets,74,Box Score,,
"Sat, Dec 2, 2000",7:30 pm,Minnesota Timberwolves,90,New York Knicks,100,Box Score,,
"Sat, Dec 2, 2000",8:00 pm,Miami Heat,93,Washington Wizards,90,Box Score,,
"Sun, Dec 3, 2000",12:30 pm,Los Angeles Clippers,87,Boston Celtics,96,Box Score,,
"Sun, Dec 3, 2000",7:00 pm,Washington Wizards,87,Detroit Pistons,93,Box Score,,
"Sun, Dec 3, 2000",6:30 pm,Dallas Mavericks,97,Los Angeles Lakers,99,Box Score,,
"Sun, Dec 3, 2000",2:00 pm,Indiana Pacers,80,Milwaukee Bucks,92,Box Score,,
"Sun, Dec 3, 2000",6:00 pm,Portland Trail Blazers,79,Phoenix Suns,84,Box Score,,
"Sun, Dec 3, 2000",6:00 pm,Golden State Warriors,102,Seattle SuperSonics,118,Box Score,,
"Sun, Dec 3, 2000",12:30 pm,San Antonio Spurs,97,Vancouver Grizzlies,79,Box Score,,
"Mon, Dec 4, 2000",7:00 pm,Philadelphia 76ers,98,Denver Nuggets,105,Box Score,,
"Mon, Dec 4, 2000",7:30 pm,Los Angeles Clippers,78,New York Knicks,106,Box Score,,
"Tue, Dec 5, 2000",7:30 pm,Miami Heat,100,Atlanta Hawks,92,Box Score,,
"Tue, Dec 5, 2000",7:30 pm,Charlotte Hornets,66,Cleveland Cavaliers,71,Box Score,,
"Tue, Dec 5, 2000",7:30 pm,Dallas Mavericks,102,Houston Rockets,109,Box Score,,
"Tue, Dec 5, 2000",7:00 pm,New Jersey Nets,64,Indiana Pacers,88,Box Score,,
"Tue, Dec 5, 2000",7:30 pm,Philadelphia 76ers,85,Los Angeles Lakers,96,Box Score,,
"Tue, Dec 5, 2000",7:00 pm,Chicago Bulls,90,Minnesota Timberwolves,100,Box Score,,
"Tue, Dec 5, 2000",7:30 pm,Boston Celtics,98,Orlando Magic,101,Box Score,,
"Tue, Dec 5, 2000",5:00 pm,San Antonio Spurs,75,Sacramento Kings,81,Box Score,,
"Tue, Dec 5, 2000",7:00 pm,Toronto Raptors,84,Utah Jazz,98,Box Score,,
"Tue, Dec 5, 2000",7:00 pm,Detroit Pistons,83,Vancouver Grizzlies,91,Box Score,,
"Wed, Dec 6, 2000",7:30 pm,Indiana Pacers,88,Charlotte Hornets,91,Box Score,,
"Wed, Dec 6, 2000",7:00 pm,Cleveland Cavaliers,92,Chicago Bulls,88,Box Score,,
"Wed, Dec 6, 2000",7:00 pm,New York Knicks,85,Dallas Mavericks,94,Box Score,,
"Wed, Dec 6, 2000",7:30 pm,Los Angeles Lakers,122,Golden State Warriors,125,Box Score,OT,
"Wed, Dec 6, 2000",7:30 pm,Denver Nuggets,78,Miami Heat,95,Box Score,,
"Wed, Dec 6, 2000",7:30 pm,Milwaukee Bucks,109,New Jersey Nets,87,Box Score,,
"Wed, Dec 6, 2000",7:00 pm,Toronto Raptors,88,Portland Trail Blazers,95,Box Score,,
