"Fri, Nov 14, 2003",7:30 pm,Phoenix Suns,85,Houston Rockets,90,Box Score,,
"Fri, Nov 14, 2003",7:30 pm,Seattle SuperSonics,78,Indiana Pacers,101,Box Score,,
"Fri, Nov 14, 2003",7:30 pm,Detroit Pistons,89,Los Angeles Lakers,94,Box Score,,
"Fri, Nov 14, 2003",7:30 pm,Washington Wizards,101,Miami Heat,105,Box Score,OT,
"Fri, Nov 14, 2003",7:00 pm,Utah Jazz,85,Minnesota Timberwolves,77,Box Score,,
"Fri, Nov 14, 2003",7:30 pm,New York Knicks,80,New Jersey Nets,85,Box Score,,
"Fri, Nov 14, 2003",8:00 pm,San Antonio Spurs,96,Philadelphia 76ers,100,Box Score,,
"Fri, Nov 14, 2003",7:00 pm,Toronto Raptors,64,Sacramento Kings,94,Box Score,,
"Sat, Nov 15, 2003",7:00 pm,New Jersey Nets,100,Atlanta Hawks,85,Box Score,,
"Sat, Nov 15, 2003",7:30 pm,Seattle SuperSonics,98,Chicago Bulls,90,Box Score,,
"Sat, Nov 15, 2003",7:30 pm,Philadelphia 76ers,88,Cleveland Cavaliers,91,Box Score,OT,
"Sat, Nov 15, 2003",7:30 pm,Orlando Magic,92,Los Angeles Clippers,95,Box Score,,
"Sat, Nov 15, 2003",7:00 pm,Dallas Mavericks,101,Memphis Grizzlies,108,Box Score,OT,
"Sat, Nov 15, 2003",7:30 pm,Utah Jazz,95,Milwaukee Bucks,100,Box Score,,
"Sat, Nov 15, 2003",7:00 pm,Portland Trail Blazers,79,New Orleans Hornets,101,Box Score,,
"Sat, Nov 15, 2003",7:30 pm,Indiana Pacers,95,New York Knicks,94,Box Score,,
"Sat, Nov 15, 2003",7:00 pm,Detroit Pistons,100,Phoenix Suns,91,Box Score,,
"Sat, Nov 15, 2003",7:00 pm,San Antonio Spurs,95,Washington Wizards,71,Box Score,,
"Sun, Nov 16, 2003",6:30 pm,Miami Heat,77,Los Angeles Lakers,99,Box Score,,
"Sun, Nov 16, 2003",4:00 pm,Golden State Warriors,104,Sacramento Kings,106,Box Score,,
"Sun, Nov 16, 2003",1:00 pm,Houston Rockets,97,Toronto Raptors,101,Box Score,2OT,
"Mon, Nov 17, 2003",7:30 pm,Washington Wizards,106,Atlanta Hawks,97,Box Score,,
"Mon, Nov 17, 2003",7:30 pm,Portland Trail Blazers,98,Dallas Mavericks,105,Box Score,,
"Mon, Nov 17, 2003",7:30 pm,Boston Celtics,86,New York Knicks,89,Box Score,,
"Mon, Nov 17, 2003",7:00 pm,Houston Rockets,74,Philadelphia 76ers,66,Box Score,,
"Mon, Nov 17, 2003",7:00 pm,Orlando Magic,88,Utah Jazz,90,Box Score,,
"Tue, Nov 18, 2003",7:00 pm,Los Angeles Clippers,95,Cleveland Cavaliers,103,Box Score,,
"Tue, Nov 18, 2003",7:30 pm,Los Angeles Lakers,96,Detroit Pistons,106,Box Score,,
"Tue, Nov 18, 2003",7:00 pm,Atlanta Hawks,101,Milwaukee Bucks,93,Box Score,,
"Tue, Nov 18, 2003",7:00 pm,Denver Nuggets,76,Minnesota Timberwolves,89,Box Score,,
"Tue, Nov 18, 2003",7:30 pm,New Orleans Hornets,88,New Jersey Nets,85,Box Score,,
"Tue, Nov 18, 2003",7:00 pm,Chicago Bulls,82,Phoenix Suns,95,Box Score,,
"Tue, Nov 18, 2003",7:30 pm,Golden State Warriors,81,San Antonio Spurs,94,Box Score,,
"Tue, Nov 18, 2003",7:00 pm,Miami Heat,105,Seattle SuperSonics,98,Box Score,,
"Wed, Nov 19, 2003",7:00 pm,New Orleans Hornets,81,Boston Celtics,73,Box Score,,
"Wed, Nov 19, 2003",7:00 pm,Milwaukee Bucks,86,Denver Nuggets,94,Box Score,,
"Wed, Nov 19, 2003",7:30 pm,Golden State Warriors,83,Houston Rockets,85,Box Score,,
"Wed, Nov 19, 2003",7:00 pm,Los Angeles Clippers,78,Indiana Pacers,91,Box Score,,
"Wed, Nov 19, 2003",8:00 pm,Detroit Pistons,99,Memphis Grizzlies,92,Box Score,,
"Wed, Nov 19, 2003",7:30 pm,Los Angeles Lakers,104,New York Knicks,83,Box Score,,
"Wed, Nov 19, 2003",7:00 pm,Miami Heat,93,Portland Trail Blazers,94,Box Score,,
"Wed, Nov 19, 2003",7:00 pm,Philadelphia 76ers,81,Toronto Raptors,75,Box Score,,
"Wed, Nov 19, 2003",7:00 pm,Sacramento Kings,118,Utah Jazz,110,Box Score,,
"Wed, Nov 19, 2003",7:00 pm,Cleveland Cavaliers,95,Washington Wizards,106,Box Score,,
"Thu, Nov 20, 2003",6:30 pm,San Antonio Spurs,92,Dallas Mavericks,95,Box Score,,
"Thu, Nov 20, 2003",8:00 pm,Orlando Magic,89,Phoenix Suns,96,Box Score,,
"Fri, Nov 21, 2003",8:00 pm,Minnesota Timberwolves,97,Cleveland Cavaliers,83,Box Score,,
"Fri, Nov 21, 2003",7:00 pm,Washington Wizards,87,Denver Nuggets,108,Box Score,,
"Fri, Nov 21, 2003",8:00 pm,New York Knicks,85,Detroit Pistons,94,Box Score,,
"Fri, Nov 21, 2003",7:30 pm,Miami Heat,91,Golden State Warriors,101,Box Score,,
"Fri, Nov 21, 2003",7:30 pm,Chicago Bulls,94,Los Angeles Lakers,101,Box Score,,
"Fri, Nov 21, 2003",7:00 pm,Indiana Pacers,76,New Orleans Hornets,75,Box Score,,
"Fri, Nov 21, 2003",7:00 pm,Boston Celtics,85,Philadelphia 76ers,87,Box Score,,
"Fri, Nov 21, 2003",7:30 pm,Houston Rockets,78,Portland Trail Blazers,85,Box Score,,
"Fri, Nov 21, 2003",7:00 pm,Orlando Magic,92,Sacramento Kings,122,Box Score,,
"Fri, Nov 21, 2003",7:30 pm,Atlanta Hawks,75,San Antonio Spurs,114,Box Score,,
"Fri, Nov 21, 2003",7:30 pm,Memphis Grizzlies,98,Seattle SuperSonics,97,Box Score,,
"Fri, Nov 21, 2003",7:00 pm,Milwaukee Bucks,90,Utah Jazz,99,Box Score,,
"Sat, Nov 22, 2003",7:00 pm,Cleveland Cavaliers,83,Atlanta Hawks,92,Box Score,,
"Sat, Nov 22, 2003",7:30 pm,Denver Nuggets,101,Dallas Mavericks,115,Box Score,,
"Sat, Nov 22, 2003",7:00 pm,Los Angeles Clippers,91,Minnesota Timberwolves,103,Box Score,,
"Sat, Nov 22, 2003",1:00 pm,Toronto Raptors,81,New Jersey Nets,80,Box Score,,
"Sat, Nov 22, 2003",7:30 pm,Philadelphia 76ers,88,New York Knicks,99,Box Score,,
"Sat, Nov 22, 2003",7:00 pm,Miami Heat,98,Phoenix Suns,100,Box Score,,
"Sun, Nov 23, 2003",6:00 pm,New Orleans Hornets,81,Detroit Pistons,80,Box Score,,
"Sun, Nov 23, 2003",6:00 pm,Portland Trail Blazers,72,Golden State Warriors,78,Box Score,,
"Sun, Nov 23, 2003",6:30 pm,Memphis Grizzlies,89,Los Angeles Lakers,121,Box Score,,
"Sun, Nov 23, 2003",5:00 pm,Chicago Bulls,99,Sacramento Kings,110,Box Score,,
"Sun, Nov 23, 2003",6:00 pm,Washington Wizards,85,Seattle SuperSonics,88,Box Score,,
"Sun, Nov 23, 2003",1:00 pm,Milwaukee Bucks,82,Toronto Raptors,62,Box Score,,
"Mon, Nov 24, 2003",7:30 pm,Detroit Pistons,94,Atlanta Hawks,89,Box Score,,
"Mon, Nov 24, 2003",7:00 pm,New York Knicks,94,Boston Celtics,88,Box Score,,
"Mon, Nov 24, 2003",7:30 pm,Houston Rockets,105,Los Angeles Clippers,90,Box Score,,
"Mon, Nov 24, 2003",7:00 pm,Indiana Pacers,89,Orlando Magic,78,Box Score,,
"Tue, Nov 25, 2003",7:30 pm,Chicago Bulls,98,Dallas Mavericks,124,Box Score,,
"Tue, Nov 25, 2003",7:00 pm,Phoenix Suns,80,Denver Nuggets,110,Box Score,,
"Tue, Nov 25, 2003",7:00 pm,Minnesota Timberwolves,75,Indiana Pacers,98,Box Score,,
"Tue, Nov 25, 2003",7:30 pm,New Orleans Hornets,87,Miami Heat,91,Box Score,,
"Tue, Nov 25, 2003",7:00 pm,Philadelphia 76ers,91,Milwaukee Bucks,95,Box Score,,
"Tue, Nov 25, 2003",7:00 pm,Washington Wizards,81,Portland Trail Blazers,80,Box Score,,
"Tue, Nov 25, 2003",7:00 pm,Memphis Grizzlies,89,Sacramento Kings,109,Box Score,,
"Tue, Nov 25, 2003",7:00 pm,New Jersey Nets,93,Seattle SuperSonics,70,Box Score,,
"Wed, Nov 26, 2003",7:30 pm,Toronto Raptors,99,Atlanta Hawks,97,Box Score,OT,
"Wed, Nov 26, 2003",7:30 pm,Washington Wizards,99,Los Angeles Lakers,120,Box Score,,
"Wed, Nov 26, 2003",7:00 pm,New York Knicks,97,Minnesota Timberwolves,92,Box Score,,
"Wed, Nov 26, 2003",7:00 pm,Cleveland Cavaliers,72,New Orleans Hornets,82,Box Score,,
"Wed, Nov 26, 2003",7:00 pm,Boston Celtics,94,Orlando Magic,92,Box Score,,
"Wed, Nov 26, 2003",7:00 pm,Detroit Pistons,86,Philadelphia 76ers,90,Box Score,,
"Wed, Nov 26, 2003",7:00 pm,Dallas Mavericks,90,Phoenix Suns,121,Box Score,,
"Wed, Nov 26, 2003",7:30 pm,Chicago Bulls,98,San Antonio Spurs,109,Box Score,,
"Wed, Nov 26, 2003",7:00 pm,Houston Rockets,76,Utah Jazz,83,Box Score,,
"Thu, Nov 27, 2003",7:30 pm,New York Knicks,70,Indiana Pacers,93,Box Score,,
"Thu, Nov 27, 2003",7:00 pm,New Jersey Nets,102,Los Angeles Clippers,96,Box Score,,
"Fri, Nov 28, 2003",7:30 pm,Miami Heat,83,Atlanta Hawks,95,Box Score,,
"Fri, Nov 28, 2003",7:30 pm,Milwaukee Bucks,96,Boston Celtics,106,Box Score,,
"Fri, Nov 28, 2003",7:00 pm,Dallas Mavericks,103,Denver Nuggets,113,Box Score,,
"Fri, Nov 28, 2003",8:00 pm,Cleveland Cavaliers,88,Detroit Pistons,92,Box Score,,
"Fri, Nov 28, 2003",8:00 pm,Philadelphia 76ers,77,Indiana Pacers,90,Box Score,,
"Fri, Nov 28, 2003",7:30 pm,San Antonio Spurs,87,Los Angeles Lakers,103,Box Score,,
"Fri, Nov 28, 2003",7:00 pm,Minnesota Timberwolves,102,Memphis Grizzlies,98,Box Score,,
"Fri, Nov 28, 2003",8:00 pm,Toronto Raptors,87,Orlando Magic,86,Box Score,,
"Fri, Nov 28, 2003",7:00 pm,Golden State Warriors,92,Phoenix Suns,83,Box Score,,
"Fri, Nov 28, 2003",7:00 pm,New Jersey Nets,93,Portland Trail Blazers,97,Box Score,,
"Fri, Nov 28, 2003",7:00 pm,Houston Rockets,74,Sacramento Kings,103,Box Score,,
"Fri, Nov 28, 2003",7:00 pm,Seattle SuperSonics,81,Utah Jazz,98,Box Score,,
"Sat, Nov 29, 2003",7:30 pm,Memphis Grizzlies,122,Cleveland Cavaliers,115,Box Score,2OT,
"Sat, Nov 29, 2003",7:30 pm,Minnesota Timberwolves,88,Dallas Mavericks,92,Box Score,,
"Sat, Nov 29, 2003",7:30 pm,San Antonio Spurs,89,Golden State Warriors,91,Box Score,,
"Sat, Nov 29, 2003",7:30 pm,Denver Nuggets,98,Los Angeles Clippers,86,Box Score,,
"Sat, Nov 29, 2003",7:30 pm,Toronto Raptors,66,Miami Heat,78,Box Score,,
"Sat, Nov 29, 2003",8:00 pm,Boston Celtics,94,Milwaukee Bucks,100,Box Score,,
"Sat, Nov 29, 2003",1:00 pm,New Orleans Hornets,74,New York Knicks,79,Box Score,,
"Sat, Nov 29, 2003",7:00 pm,Atlanta Hawks,86,Philadelphia 76ers,98,Box Score,,
"Sat, Nov 29, 2003",7:00 pm,Houston Rockets,88,Seattle SuperSonics,95,Box Score,,
"Sat, Nov 29, 2003",7:00 pm,Detroit Pistons,80,Washington Wizards,69,Box Score,,
"Sun, Nov 30, 2003",6:30 pm,Indiana Pacers,77,Los Angeles Lakers,99,Box Score,,
"Sun, Nov 30, 2003",6:00 pm,New Jersey Nets,92,Sacramento Kings,105,Box Score,,
"Mon, Dec 1, 2003",7:00 pm,Memphis Grizzlies,96,Boston Celtics,89,Box Score,,
"Mon, Dec 1, 2003",7:30 pm,Milwaukee Bucks,87,Chicago Bulls,97,Box Score,,
"Mon, Dec 1, 2003",7:30 pm,San Antonio Spurs,83,Los Angeles Clippers,91,Box Score,,
"Mon, Dec 1, 2003",7:30 pm,Detroit Pistons,79,New York Knicks,78,Box Score,OT,
"Mon, Dec 1, 2003",7:00 pm,Indiana Pacers,89,Phoenix Suns,82,Box Score,,
"Mon, Dec 1, 2003",7:00 pm,New Jersey Nets,84,Utah Jazz,91,Box Score,,
"Tue, Dec 2, 2003",7:30 pm,Milwaukee Bucks,106,Atlanta Hawks,94,Box Score,,
"Tue, Dec 2, 2003",7:30 pm,Washington Wizards,72,Dallas Mavericks,97,Box Score,,
"Tue, Dec 2, 2003",7:00 pm,Cleveland Cavaliers,103,Denver Nuggets,115,Box Score,,
"Tue, Dec 2, 2003",7:00 pm,New Orleans Hornets,100,Orlando Magic,91,Box Score,,
"Tue, Dec 2, 2003",7:00 pm,Toronto Raptors,95,Philadelphia 76ers,88,Box Score,,
"Wed, Dec 3, 2003",7:30 pm,Miami Heat,73,Detroit Pistons,87,Box Score,,
"Wed, Dec 3, 2003",7:30 pm,Denver Nuggets,117,Golden State Warriors,109,Box Score,,
"Wed, Dec 3, 2003",7:30 pm,Utah Jazz,101,Houston Rockets,107,Box Score,OT,
"Wed, Dec 3, 2003",7:30 pm,Cleveland Cavaliers,80,Los Angeles Clippers,90,Box Score,,
"Wed, Dec 3, 2003",7:30 pm,Memphis Grizzlies,96,New Jersey Nets,93,Box Score,,
"Wed, Dec 3, 2003",7:00 pm,Orlando Magic,91,New Orleans Hornets,106,Box Score,,
"Wed, Dec 3, 2003",7:00 pm,Minnesota Timberwolves,92,Phoenix Suns,79,Box Score,,
"Wed, Dec 3, 2003",7:00 pm,Indiana Pacers,95,Portland Trail Blazers,97,Box Score,OT,
"Wed, Dec 3, 2003",7:30 pm,Los Angeles Lakers,90,San Antonio Spurs,86,Box Score,,
"Wed, Dec 3, 2003",7:00 pm,New York Knicks,87,Seattle SuperSonics,95,Box Score,,
"Wed, Dec 3, 2003",7:00 pm,Boston Celtics,95,Toronto Raptors,105,Box Score,,
"Thu, Dec 4, 2003",8:30 pm,Los Angeles Lakers,114,Dallas Mavericks,103,Box Score,,
"Thu, Dec 4, 2003",7:00 pm,Chicago Bulls,82,Philadelphia 76ers,83,Box Score,,
"Fri, Dec 5, 2003",7:30 pm,Phoenix Suns,110,Boston Celtics,106,Box Score,,
"Fri, Dec 5, 2003",7:00 pm,Golden State Warriors,91,Denver Nuggets,98,Box Score,,
"Fri, Dec 5, 2003",7:00 pm,Washington Wizards,77,Memphis Grizzlies,92,Box Score,,
"Fri, Dec 5, 2003",7:30 pm,Philadelphia 76ers,93,Miami Heat,90,Box Score,,
"Fri, Dec 5, 2003",7:30 pm,Milwaukee Bucks,86,New Jersey Nets,93,Box Score,,
"Fri, Dec 5, 2003",7:00 pm,Houston Rockets,83,New Orleans Hornets,74,Box Score,,
"Fri, Dec 5, 2003",8:00 pm,San Antonio Spurs,105,Orlando Magic,94,Box Score,,
"Fri, Dec 5, 2003",7:00 pm,New York Knicks,81,Portland Trail Blazers,88,Box Score,,
"Fri, Dec 5, 2003",7:30 pm,Minnesota Timberwolves,112,Sacramento Kings,109,Box Score,OT,
