"Fri, Feb 5, 1999",Cleveland Cavaliers,83,Atlanta Hawks,100,Box Score,,
"Fri, Feb 5, 1999",Toronto Raptors,103,Boston Celtics,92,Box Score,,
"Fri, Feb 5, 1999",Philadelphia 76ers,78,Charlotte Hornets,66,Box Score,,
"Fri, Feb 5, 1999",Minnesota Timberwolves,110,Denver Nuggets,92,Box Score,,
"Fri, Feb 5, 1999",Washington Wizards,81,Indiana Pacers,96,Box Score,,
"Fri, Feb 5, 1999",Phoenix Suns,101,Los Angeles Clippers,92,Box Score,,
"Fri, Feb 5, 1999",Houston Rockets,91,Los Angeles Lakers,99,Box Score,,
"Fri, Feb 5, 1999",Detroit Pistons,95,Miami Heat,81,Box Score,,
"Fri, Feb 5, 1999",New York Knicks,85,Orlando Magic,93,Box Score,,
"Fri, Feb 5, 1999",Sacramento Kings,83,San Antonio Spurs,101,Box Score,,
"Fri, Feb 5, 1999",Dallas Mavericks,86,Seattle SuperSonics,92,Box Score,OT,
"Fri, Feb 5, 1999",Chicago Bulls,96,Utah Jazz,104,Box Score,,
"Sat, Feb 6, 1999",New Jersey Nets,106,Atlanta Hawks,111,Box Score,,
"Sat, Feb 6, 1999",Cleveland Cavaliers,73,Boston Celtics,77,Box Score,,
"Sat, Feb 6, 1999",Milwaukee Bucks,113,Charlotte Hornets,107,Box Score,OT,
"Sat, Feb 6, 1999",Houston Rockets,86,Golden State Warriors,84,Box Score,,
"Sat, Feb 6, 1999",Orlando Magic,75,Philadelphia 76ers,95,Box Score,,
"Sat, Feb 6, 1999",Minnesota Timberwolves,82,San Antonio Spurs,96,Box Score,,
"Sat, Feb 6, 1999",Toronto Raptors,97,Washington Wizards,98,Box Score,,
"Sun, Feb 7, 1999",Indiana Pacers,98,Detroit Pistons,107,Box Score,,
"Sun, Feb 7, 1999",Dallas Mavericks,102,Golden State Warriors,99,Box Score,2OT,
"Sun, Feb 7, 1999",Chicago Bulls,89,Los Angeles Clippers,84,Box Score,,
"Sun, Feb 7, 1999",Utah Jazz,100,Los Angeles Lakers,91,Box Score,,
"Sun, Feb 7, 1999",Atlanta Hawks,69,New Jersey Nets,79,Box Score,,
"Sun, Feb 7, 1999",Miami Heat,83,New York Knicks,79,Box Score,,
"Sun, Feb 7, 1999",Denver Nuggets,108,Phoenix Suns,115,Box Score,,
"Sun, Feb 7, 1999",Vancouver Grizzlies,87,Sacramento Kings,109,Box Score,,
"Sun, Feb 7, 1999",Portland Trail Blazers,88,Seattle SuperSonics,91,Box Score,,
"Mon, Feb 8, 1999",Miami Heat,91,Charlotte Hornets,94,Box Score,,
"Mon, Feb 8, 1999",Indiana Pacers,95,Cleveland Cavaliers,89,Box Score,,
"Mon, Feb 8, 1999",Washington Wizards,103,Detroit Pistons,106,Box Score,,
"Mon, Feb 8, 1999",Denver Nuggets,80,Houston Rockets,99,Box Score,,
"Mon, Feb 8, 1999",Boston Celtics,90,Orlando Magic,107,Box Score,,
"Mon, Feb 8, 1999",Los Angeles Lakers,80,San Antonio Spurs,75,Box Score,,
"Mon, Feb 8, 1999",Portland Trail Blazers,95,Vancouver Grizzlies,76,Box Score,,
"Tue, Feb 9, 1999",Atlanta Hawks,87,Chicago Bulls,71,Box Score,,
"Tue, Feb 9, 1999",Utah Jazz,90,Dallas Mavericks,79,Box Score,,
"Tue, Feb 9, 1999",Boston Celtics,108,Miami Heat,101,Box Score,,
"Tue, Feb 9, 1999",San Antonio Spurs,70,Minnesota Timberwolves,74,Box Score,,
"Tue, Feb 9, 1999",Detroit Pistons,86,Philadelphia 76ers,90,Box Score,,
"Tue, Feb 9, 1999",Sacramento Kings,112,Phoenix Suns,95,Box Score,,
"Tue, Feb 9, 1999",Golden State Warriors,71,Seattle SuperSonics,90,Box Score,,
"Tue, Feb 9, 1999",Milwaukee Bucks,91,Toronto Raptors,77,Box Score,,"at Toronto, Canada (Maple Leaf Gardens)"
"Wed, Feb 10, 1999",Cleveland Cavaliers,87,Charlotte Hornets,77,Box Score,,
"Wed, Feb 10, 1999",Los Angeles Lakers,103,Denver Nuggets,98,Box Score,,
"Wed, Feb 10, 1999",Seattle SuperSonics,89,Golden State Warriors,82,Box Score,,
"Wed, Feb 10, 1999",Sacramento Kings,82,Houston Rockets,92,Box Score,,
"Wed, Feb 10, 1999",Orlando Magic,89,New Jersey Nets,81,Box Score,,
"Wed, Feb 10, 1999",Washington Wizards,88,New York Knicks,101,Box Score,,
"Wed, Feb 10, 1999",Indiana Pacers,92,Portland Trail Blazers,100,Box Score,,
"Wed, Feb 10, 1999",Los Angeles Clippers,99,Vancouver Grizzlies,105,Box Score,,
"Thu, Feb 11, 1999",Charlotte Hornets,88,Atlanta Hawks,100,Box Score,,"at Atlanta, GA (Alexander Memorial Coliseum at McDonald's Center)"
"Thu, Feb 11, 1999",New York Knicks,73,Chicago Bulls,68,Box Score,,
"Thu, Feb 11, 1999",San Antonio Spurs,89,Cleveland Cavaliers,99,Box Score,,
"Thu, Feb 11, 1999",Houston Rockets,105,Dallas Mavericks,95,Box Score,,
"Thu, Feb 11, 1999",Orlando Magic,87,Detroit Pistons,81,Box Score,,
"Thu, Feb 11, 1999",Toronto Raptors,84,Miami Heat,102,Box Score,,
"Thu, Feb 11, 1999",New Jersey Nets,75,Milwaukee Bucks,95,Box Score,,
"Thu, Feb 11, 1999",Los Angeles Lakers,75,Minnesota Timberwolves,86,Box Score,,
"Thu, Feb 11, 1999",Utah Jazz,82,Phoenix Suns,74,Box Score,,
"Thu, Feb 11, 1999",Indiana Pacers,101,Vancouver Grizzlies,97,Box Score,,
"Fri, Feb 12, 1999",Dallas Mavericks,94,Denver Nuggets,100,Box Score,,
"Fri, Feb 12, 1999",Utah Jazz,97,Golden State Warriors,81,Box Score,,
"Fri, Feb 12, 1999",San Antonio Spurs,98,Philadelphia 76ers,94,Box Score,,
"Sat, Feb 13, 1999",Los Angeles Clippers,104,Phoenix Suns,107,Box Score,OT,
"Sat, Feb 13, 1999",Denver Nuggets,92,Seattle SuperSonics,105,Box Score,,
"Sun, Feb 14, 1999",San Antonio Spurs,89,Chicago Bulls,76,Box Score,,
"Sun, Feb 14, 1999",Portland Trail Blazers,100,Golden State Warriors,105,Box Score,2OT,
"Sun, Feb 14, 1999",Minnesota Timberwolves,95,Los Angeles Clippers,73,Box Score,,
"Sun, Feb 14, 1999",Indiana Pacers,101,Los Angeles Lakers,99,Box Score,,
"Sun, Feb 14, 1999",Milwaukee Bucks,82,Orlando Magic,85,Box Score,,
"Sun, Feb 14, 1999",Atlanta Hawks,70,Philadelphia 76ers,78,Box Score,,
"Sun, Feb 14, 1999",Dallas Mavericks,92,Vancouver Grizzlies,96,Box Score,,
"Mon, Feb 15, 1999",Phoenix Suns,115,Denver Nuggets,106,Box Score,,
"Mon, Feb 15, 1999",Minnesota Timberwolves,99,Golden State Warriors,101,Box Score,,
"Mon, Feb 15, 1999",New Jersey Nets,72,Miami Heat,95,Box Score,,
"Mon, Feb 15, 1999",Detroit Pistons,69,New York Knicks,78,Box Score,,
"Mon, Feb 15, 1999",Dallas Mavericks,84,Portland Trail Blazers,99,Box Score,,
"Mon, Feb 15, 1999",Sacramento Kings,112,Utah Jazz,120,Box Score,OT,
"Tue, Feb 16, 1999",Atlanta Hawks,83,Chicago Bulls,67,Box Score,,
"Tue, Feb 16, 1999",Orlando Magic,78,Cleveland Cavaliers,90,Box Score,,
"Tue, Feb 16, 1999",Phoenix Suns,92,Houston Rockets,109,Box Score,,
"Tue, Feb 16, 1999",Miami Heat,89,Indiana Pacers,78,Box Score,,
"Tue, Feb 16, 1999",Vancouver Grizzlies,93,Los Angeles Clippers,89,Box Score,2OT,"at Anaheim, CA"
"Tue, Feb 16, 1999",Charlotte Hornets,88,Los Angeles Lakers,116,Box Score,,
"Tue, Feb 16, 1999",Detroit Pistons,82,New Jersey Nets,97,Box Score,,
"Tue, Feb 16, 1999",Toronto Raptors,85,New York Knicks,95,Box Score,,
"Tue, Feb 16, 1999",Milwaukee Bucks,93,Philadelphia 76ers,92,Box Score,,
"Tue, Feb 16, 1999",Boston Celtics,98,Sacramento Kings,101,Box Score,,
"Tue, Feb 16, 1999",Utah Jazz,56,Seattle SuperSonics,71,Box Score,,
"Wed, Feb 17, 1999",Miami Heat,91,Detroit Pistons,80,Box Score,,
"Wed, Feb 17, 1999",Charlotte Hornets,87,Golden State Warriors,96,Box Score,,
"Wed, Feb 17, 1999",Dallas Mavericks,88,Los Angeles Lakers,101,Box Score,,
"Wed, Feb 17, 1999",Chicago Bulls,83,Milwaukee Bucks,91,Box Score,,
"Wed, Feb 17, 1999",Houston Rockets,102,Minnesota Timberwolves,116,Box Score,,
"Wed, Feb 17, 1999",Washington Wizards,85,Orlando Magic,96,Box Score,,
"Wed, Feb 17, 1999",Denver Nuggets,85,Portland Trail Blazers,100,Box Score,,
"Wed, Feb 17, 1999",Phoenix Suns,79,San Antonio Spurs,76,Box Score,,
"Wed, Feb 17, 1999",Sacramento Kings,109,Seattle SuperSonics,106,Box Score,OT,
"Wed, Feb 17, 1999",Boston Celtics,131,Vancouver Grizzlies,129,Box Score,3OT,
"Thu, Feb 18, 1999",New York Knicks,74,Cleveland Cavaliers,98,Box Score,,
"Thu, Feb 18, 1999",Philadelphia 76ers,95,Indiana Pacers,99,Box Score,,
"Thu, Feb 18, 1999",Houston Rockets,93,New Jersey Nets,92,Box Score,OT,
"Thu, Feb 18, 1999",Washington Wizards,95,Toronto Raptors,88,Box Score,,"at Toronto, Canada (SkyDome)"
"Thu, Feb 18, 1999",Denver Nuggets,86,Utah Jazz,97,Box Score,,
"Fri, Feb 19, 1999",Orlando Magic,99,Atlanta Hawks,94,Box Score,OT,"at Atlanta, GA (Alexander Memorial Coliseum at McDonald's Center)"
"Fri, Feb 19, 1999",Dallas Mavericks,79,Golden State Warriors,84,Box Score,,
"Fri, Feb 19, 1999",San Antonio Spurs,94,Los Angeles Lakers,106,Box Score,,
"Fri, Feb 19, 1999",Vancouver Grizzlies,96,Minnesota Timberwolves,115,Box Score,,
"Fri, Feb 19, 1999",New York Knicks,78,Philadelphia 76ers,67,Box Score,,
"Fri, Feb 19, 1999",Detroit Pistons,101,Phoenix Suns,93,Box Score,,
"Fri, Feb 19, 1999",Boston Celtics,86,Portland Trail Blazers,106,Box Score,,
"Fri, Feb 19, 1999",Charlotte Hornets,95,Sacramento Kings,106,Box Score,,
"Fri, Feb 19, 1999",Milwaukee Bucks,82,Toronto Raptors,90,Box Score,,"at Toronto, Canada (SkyDome)"
"Fri, Feb 19, 1999",Chicago Bulls,91,Washington Wizards,93,Box Score,,
"Sat, Feb 20, 1999",New Jersey Nets,84,Cleveland Cavaliers,89,Box Score,,
"Sat, Feb 20, 1999",Dallas Mavericks,105,Los Angeles Clippers,90,Box Score,,
"Sat, Feb 20, 1999",Houston Rockets,71,Miami Heat,81,Box Score,,
"Sat, Feb 20, 1999",Indiana Pacers,82,Milwaukee Bucks,80,Box Score,,
"Sat, Feb 20, 1999",Atlanta Hawks,76,Philadelphia 76ers,69,Box Score,,
"Sat, Feb 20, 1999",Golden State Warriors,84,Portland Trail Blazers,90,Box Score,,
"Sat, Feb 20, 1999",Seattle SuperSonics,80,Utah Jazz,110,Box Score,,
"Sun, Feb 21, 1999",New Jersey Nets,79,Indiana Pacers,80,Box Score,,
