"Fri, Nov 3, 1995",Indiana Pacers,111,Atlanta Hawks,106,Box Score,,
"Fri, Nov 3, 1995",Milwaukee Bucks,101,Boston Celtics,100,Box Score,,
"Fri, Nov 3, 1995",Charlotte Hornets,91,Chicago Bulls,105,Box Score,,
"Fri, Nov 3, 1995",New York Knicks,106,Detroit Pistons,100,Box Score,,
"Fri, Nov 3, 1995",Golden State Warriors,92,Houston Rockets,110,Box Score,,
"Fri, Nov 3, 1995",Phoenix Suns,106,Los Angeles Clippers,112,Box Score,,
"Fri, Nov 3, 1995",Denver Nuggets,96,Los Angeles Lakers,98,Box Score,,
"Fri, Nov 3, 1995",Cleveland Cavaliers,88,Orlando Magic,99,Box Score,,
"Fri, Nov 3, 1995",Washington Bullets,103,Philadelphia 76ers,105,Box Score,,
"Fri, Nov 3, 1995",Vancouver Grizzlies,92,Portland Trail Blazers,80,Box Score,,
"Fri, Nov 3, 1995",Minnesota Timberwolves,86,Sacramento Kings,95,Box Score,,
"Fri, Nov 3, 1995",Dallas Mavericks,103,San Antonio Spurs,97,Box Score,,
"Fri, Nov 3, 1995",New Jersey Nets,79,Toronto Raptors,94,Box Score,,
"Fri, Nov 3, 1995",Seattle SuperSonics,94,Utah Jazz,112,Box Score,,
"Sat, Nov 4, 1995",Orlando Magic,91,Atlanta Hawks,124,Box Score,,
"Sat, Nov 4, 1995",Philadelphia 76ers,108,Charlotte Hornets,119,Box Score,,
"Sat, Nov 4, 1995",Boston Celtics,85,Chicago Bulls,107,Box Score,,
"Sat, Nov 4, 1995",Golden State Warriors,84,Dallas Mavericks,99,Box Score,,
"Sat, Nov 4, 1995",San Antonio Spurs,116,Denver Nuggets,108,Box Score,,
"Sat, Nov 4, 1995",Toronto Raptors,89,Indiana Pacers,97,Box Score,,
"Sat, Nov 4, 1995",Cleveland Cavaliers,71,Miami Heat,85,Box Score,,
"Sat, Nov 4, 1995",New York Knicks,84,Milwaukee Bucks,71,Box Score,,
"Sat, Nov 4, 1995",Los Angeles Lakers,89,Seattle SuperSonics,103,Box Score,,
"Sat, Nov 4, 1995",Detroit Pistons,89,Washington Bullets,100,Box Score,,
"Sun, Nov 5, 1995",Houston Rockets,106,Phoenix Suns,104,Box Score,,
"Sun, Nov 5, 1995",Utah Jazz,105,Portland Trail Blazers,109,Box Score,,
"Sun, Nov 5, 1995",Los Angeles Clippers,82,Sacramento Kings,99,Box Score,,
"Sun, Nov 5, 1995",Minnesota Timberwolves,98,Vancouver Grizzlies,100,Box Score,OT,
"Mon, Nov 6, 1995",Washington Bullets,95,Orlando Magic,105,Box Score,,
"Mon, Nov 6, 1995",Atlanta Hawks,96,Utah Jazz,105,Box Score,,
"Tue, Nov 7, 1995",Detroit Pistons,96,Charlotte Hornets,108,Box Score,,
"Tue, Nov 7, 1995",Toronto Raptors,108,Chicago Bulls,117,Box Score,,
"Tue, Nov 7, 1995",Indiana Pacers,104,Cleveland Cavaliers,101,Box Score,,
"Tue, Nov 7, 1995",Vancouver Grizzlies,88,Dallas Mavericks,99,Box Score,,
"Tue, Nov 7, 1995",Denver Nuggets,93,Golden State Warriors,98,Box Score,,
"Tue, Nov 7, 1995",Milwaukee Bucks,89,Houston Rockets,106,Box Score,,
"Tue, Nov 7, 1995",Los Angeles Lakers,92,Minnesota Timberwolves,93,Box Score,,
"Tue, Nov 7, 1995",Portland Trail Blazers,84,New Jersey Nets,104,Box Score,,
"Tue, Nov 7, 1995",Phoenix Suns,102,New York Knicks,94,Box Score,,
"Tue, Nov 7, 1995",Sacramento Kings,109,Philadelphia 76ers,106,Box Score,,
"Tue, Nov 7, 1995",Los Angeles Clippers,108,Seattle SuperSonics,127,Box Score,,
"Wed, Nov 8, 1995",Phoenix Suns,109,Boston Celtics,113,Box Score,,
"Wed, Nov 8, 1995",Seattle SuperSonics,122,Denver Nuggets,117,Box Score,,
"Wed, Nov 8, 1995",Portland Trail Blazers,100,Detroit Pistons,107,Box Score,OT,
"Wed, Nov 8, 1995",Atlanta Hawks,100,Los Angeles Clippers,92,Box Score,,
"Wed, Nov 8, 1995",Houston Rockets,82,Miami Heat,89,Box Score,,
